Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR939961,2014-06-11,2013-07-18,1077900,269475000,1077900,250,139,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939961,SRX325444,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461809,SAMN02257936,simple,10090,Mus musculus,GSM1190667,,,,,,,no,,,,,GEO,SRA093588,,public,A930687336D963A1A1195FF0EE821CA5,7DE88945C85377668E4CA3AE15FE027D
SRR939962,2014-06-11,2013-07-18,2127021,531755250,2127021,250,273,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939962,SRX325445,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461810,SAMN02257927,simple,10090,Mus musculus,GSM1190668,,,,,,,no,,,,,GEO,SRA093588,,public,15988FEF24569835F44989A89AAD7ED4,619A4DCC07DD556288A4FB97735D9722
SRR939963,2014-06-11,2013-07-18,2199780,549945000,2199780,250,284,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939963,SRX325446,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461811,SAMN02257925,simple,10090,Mus musculus,GSM1190669,,,,,,,no,,,,,GEO,SRA093588,,public,686919537AD7F41BED7FA0E5116BB51F,20554AB21925FB5C8C9383431B87A83A
SRR939964,2014-06-11,2013-07-18,702934,175733500,702934,250,91,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939964,SRX325447,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461812,SAMN02257935,simple,10090,Mus musculus,GSM1190670,,,,,,,no,,,,,GEO,SRA093588,,public,9B226889C089697F9FA107FBADD61DFE,AE9562F786B428F51F00C1FEA0A646B3
SRR939965,2014-06-11,2013-07-18,951889,237972250,951889,250,124,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939965,SRX325448,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461813,SAMN02257929,simple,10090,Mus musculus,GSM1190671,,,,,,,no,,,,,GEO,SRA093588,,public,5333F1BDF06123DED01471A945480BE3,1F9D6DB1F4E513D9672364B3284DFEAE
SRR939966,2014-06-11,2013-07-18,533396,133349000,533396,250,68,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939966,SRX325449,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461814,SAMN02257922,simple,10090,Mus musculus,GSM1190672,,,,,,,no,,,,,GEO,SRA093588,,public,6619F45F2466364C40FFFAD98D012141,0EFEA8B547B94072F0A8AE110D6CC803
SRR939967,2014-06-11,2013-07-18,1675209,418802250,1675209,250,217,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939967,SRX325450,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461815,SAMN02257930,simple,10090,Mus musculus,GSM1190673,,,,,,,no,,,,,GEO,SRA093588,,public,4B38965A8F8C14FACFEFB2C2F9EE773B,22EDD6F04C1F473EDB13C9C4010E5640
SRR939968,2014-06-11,2013-07-18,1563599,390899750,1563599,250,200,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939968,SRX325451,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461816,SAMN02257914,simple,10090,Mus musculus,GSM1190674,,,,,,,no,,,,,GEO,SRA093588,,public,97DFE0C78D7535E09CF6ABC371DCC7CD,3531E5EA17F095E2B8F82F2F425AA305
SRR939969,2014-06-11,2013-07-18,1517216,379304000,1517216,250,195,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939969,SRX325452,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461817,SAMN02257918,simple,10090,Mus musculus,GSM1190675,,,,,,,no,,,,,GEO,SRA093588,,public,A7CD2BCA33735E4D437CB64EA4AB1BCA,10090F8918D18B83CC0C5A61CD9C76E4
SRR939970,2014-06-11,2013-07-18,1318493,329623250,1318493,250,170,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR939970,SRX325453,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP027537,PRJNA212439,2,212439,SRS461818,SAMN02257919,simple,10090,Mus musculus,GSM1190676,,,,,,,no,,,,,GEO,SRA093588,,public,1E7E5FB08600BF4EDB4BAFBBDA8014AC,9D3B08575B49449B367EAC83944AEAAC
