Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1033926,2014-04-08,2013-11-20,2251508,454804616,2251508,202,278,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033926,SRX380517,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504962,SAMN02415556,simple,10090,Mus musculus,GSM1271935,,,,,,,no,,,,,GEO,SRA111892,,public,93CBC19C3395F93111FE6F8F79CA6B4B,5A2EB707843BE4DF511889AB599874CD
SRR1033927,2014-04-08,2013-11-20,3057254,617565308,3057254,202,372,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033927,SRX380518,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504965,SAMN02415532,simple,10090,Mus musculus,GSM1271936,,,,,,,no,,,,,GEO,SRA111892,,public,FA4314D5267421B3A27DC8B1594DB1FB,C5452E626C4AEE02479F4D72DF448F02
SRR1033928,2014-04-08,2013-11-20,2540763,513234126,2540763,202,312,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033928,SRX380519,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504964,SAMN02415559,simple,10090,Mus musculus,GSM1271937,,,,,,,no,,,,,GEO,SRA111892,,public,6B3A0943E343BF84FADEB5B4F670FDC4,EB5E7D4CF6E362B9C1091C392F4E1AEB
SRR1033929,2014-04-08,2013-11-20,2877590,581273180,2877590,202,349,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033929,SRX380520,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504966,SAMN02415534,simple,10090,Mus musculus,GSM1271938,,,,,,,no,,,,,GEO,SRA111892,,public,C8CD02B7652F335951AAF9906D8E4C6B,17B23BC929D3912EA2215DD2D19FD6A1
SRR1033930,2014-04-08,2013-11-20,3145147,635319694,3145147,202,388,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033930,SRX380521,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504967,SAMN02415561,simple,10090,Mus musculus,GSM1271939,,,,,,,no,,,,,GEO,SRA111892,,public,43C006258EC96F6FCC1FE8CD65BDEBCD,8717866CE6BBC007BD21CC324D4489C5
SRR1033931,2014-04-08,2013-11-20,2951214,596145228,2951214,202,357,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033931,SRX380522,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504968,SAMN02415535,simple,10090,Mus musculus,GSM1271940,,,,,,,no,,,,,GEO,SRA111892,,public,83F86FB4016CA056A84A8EE42EA06992,D7284046996BEB43445CA32C16C28D64
SRR1033932,2014-04-08,2013-11-20,2840332,573747064,2840332,202,349,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033932,SRX380523,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504969,SAMN02415562,simple,10090,Mus musculus,GSM1271941,,,,,,,no,,,,,GEO,SRA111892,,public,25E77FE170676D1D97610D76B18B8BCC,E046652CFA4A50420A7C01B1C8450FDE
SRR1033933,2014-04-08,2013-11-20,1531543,309371686,1531543,202,193,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033933,SRX380524,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504970,SAMN02415538,simple,10090,Mus musculus,GSM1271942,,,,,,,no,,,,,GEO,SRA111892,,public,A73C263DB58666F9A1589204958292C7,67217E1F3E751308EA601C677DE501D4
SRR1033934,2014-04-08,2013-11-20,2274120,459372240,2274120,202,275,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033934,SRX380525,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504971,SAMN02415565,simple,10090,Mus musculus,GSM1271943,,,,,,,no,,,,,GEO,SRA111892,,public,029892D24F2F53BC11E9940BD29C7141,3EFB9874A8413B8A9CC3AAD5DC0E18EA
SRR1033936,2014-04-08,2013-11-20,4234242,855316884,4234242,202,601,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033936,SRX380527,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504973,SAMN02415568,simple,10090,Mus musculus,GSM1271945,,,,,,,no,,,,,GEO,SRA111892,,public,AA1E3EBB6DF42A504C906A9A3913791B,6DDF2F81AAB3E598114FC02C0945C5C6
SRR1033937,2014-04-08,2013-11-20,2971114,600165028,2971114,202,422,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033937,SRX380528,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504974,SAMN02415540,simple,10090,Mus musculus,GSM1271946,,,,,,,no,,,,,GEO,SRA111892,,public,DAA697E952B36DA31623D284FD3178D3,1A62E4AA2FEB8EC3119635B628321DA9
SRR1033938,2014-04-08,2013-11-20,2403944,485596688,2403944,202,341,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033938,SRX380529,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504975,SAMN02415569,simple,10090,Mus musculus,GSM1271947,,,,,,,no,,,,,GEO,SRA111892,,public,4C16495FDB634EAE2F12E308CB798250,CE7876FEE4A7B35E60C1DB32967264D4
SRR1033939,2014-04-08,2013-11-20,3248363,656169326,3248363,202,462,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033939,SRX380530,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP033209,PRJNA229411,2,229411,SRS504976,SAMN02415542,simple,10090,Mus musculus,GSM1271948,,,,,,,no,,,,,GEO,SRA111892,,public,6611C3C60C3A1ACAD985081CF073E483,26615531C7588ABB5A2509E678DB93D2
