Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1295267,2014-06-12,2014-05-21,3059745,152987250,3059745,50,111,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295267,SRX549881,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617780,SAMN02797354,simple,9606,Homo sapiens,GSM1396174,,,,,,,no,,,,,GEO,SRA166615,,public,05C38B5C4B5466AE0E751A82E2F980FA,F91C0AFEC88FE2D6B2FF1BE3B48CF1EB
SRR1295268,2014-06-12,2014-05-21,3976343,198817150,3976343,50,141,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295268,SRX549882,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617781,SAMN02797344,simple,9606,Homo sapiens,GSM1396175,,,,,,,no,,,,,GEO,SRA166615,,public,FDB933E9BCB6EBFE072BF5CE489667FB,7A3FA7291DFA70CE9BA7A8E7E1B0C40F
SRR1295269,2014-06-12,2014-05-21,1941468,97073400,1941468,50,70,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295269,SRX549883,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617782,SAMN02797360,simple,9606,Homo sapiens,GSM1396176,,,,,,,no,,,,,GEO,SRA166615,,public,DB80922951792826D8998F791F28D108,BE532432D84A8DA6F59478ED2EF438FD
SRR1295270,2014-06-12,2014-05-21,4003245,200162250,4003245,50,143,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295270,SRX549884,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617783,SAMN02797357,simple,9606,Homo sapiens,GSM1396177,,,,,,,no,,,,,GEO,SRA166615,,public,AD0357F811D5F4C0F898569560EDACB5,4507B2C51F140DE81B59FF5CD66ABFDA
SRR1295271,2014-06-12,2014-05-21,4084775,204238750,4084775,50,146,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295271,SRX549885,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617784,SAMN02797345,simple,9606,Homo sapiens,GSM1396178,,,,,,,no,,,,,GEO,SRA166615,,public,82559A93E0A428CCCC2A84007E8EF15E,5C17090BF7551C715A6425BA3DDCF1F3
SRR1295272,2014-06-12,2014-05-21,3569398,178469900,3569398,50,127,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295272,SRX549886,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617785,SAMN02797361,simple,9606,Homo sapiens,GSM1396179,,,,,,,no,,,,,GEO,SRA166615,,public,F74719A3BD302CFF71506F7CE8A37A3E,B68C88A8626056F528020CCE659CC255
SRR1295273,2014-06-12,2014-05-21,3312589,165629450,3312589,50,119,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295273,SRX549887,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617786,SAMN02797358,simple,9606,Homo sapiens,GSM1396180,,,,,,,no,,,,,GEO,SRA166615,,public,371627C9CD5614C6561E919ADB217157,5312A3ABE3CC2F407BDFE7B09C3D9D37
SRR1295274,2014-06-12,2014-05-21,3254018,162700900,3254018,50,117,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295274,SRX549888,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617787,SAMN02797346,simple,9606,Homo sapiens,GSM1396181,,,,,,,no,,,,,GEO,SRA166615,,public,89A32A8178EB852247B511346A9D2B43,84F840B7A24277073D44A7680B728009
SRR1295275,2014-06-12,2014-05-21,4739169,236958450,4739169,50,167,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295275,SRX549889,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617788,SAMN02797363,simple,9606,Homo sapiens,GSM1396182,,,,,,,no,,,,,GEO,SRA166615,,public,06D79AB071CFAFC26A2C177BAAA48C61,649223DFA6DD39FDB0053E8502E1AEAC
SRR1295276,2014-06-12,2014-05-21,4059057,202952850,4059057,50,143,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1295276,SRX549890,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP042161,PRJNA248302,2,248302,SRS617789,SAMN02797362,simple,9606,Homo sapiens,GSM1396183,,,,,,,no,,,,,GEO,SRA166615,,public,8D59747EF84E61E4217276CAA1C4AC11,73E6B5C8C3E2F163C9C871A2938BE4C0
