Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2088623,2016-01-28,2015-07-07,3575955,153766065,0,43,157,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088623,SRX1082592,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979987,SAMN03841513,simple,9606,Homo sapiens,GSM1811064,,,,,,,no,,,,,GEO,SRA275902,,public,3CEE11534ADB5B9A5AB645719F0413C3,9E1AB88910BA316764491C91B2F96FB1
SRR2088624,2016-01-28,2015-07-07,3957692,170180756,0,43,174,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088624,SRX1082593,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979986,SAMN03841514,simple,9606,Homo sapiens,GSM1811065,,,,,,,no,,,,,GEO,SRA275902,,public,CD529C8AE52382A7C9C41BCF27B1EDD2,43E7FE93017EFE7526EEDB6A565DC69E
SRR2088625,2016-01-28,2015-07-07,2809823,120822389,0,43,124,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088625,SRX1082594,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979985,SAMN03841515,simple,9606,Homo sapiens,GSM1811066,,,,,,,no,,,,,GEO,SRA275902,,public,6A578671D171B5730FE0A1FC4EDFDC21,79A6C3886583B04E68BB12C6CC03D8DB
SRR2088626,2016-01-28,2015-07-07,1804527,77594661,0,43,80,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088626,SRX1082595,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979984,SAMN03841516,simple,9606,Homo sapiens,GSM1811067,,,,,,,no,,,,,GEO,SRA275902,,public,F91EF15EAB5B30C39B4179F11F9EC375,E8A3B6C2DFE71BEA5E96D2D19B85D692
SRR2088627,2016-01-28,2015-07-07,1269713,54597659,0,43,56,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088627,SRX1082596,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979983,SAMN03841517,simple,9606,Homo sapiens,GSM1811068,,,,,,,no,,,,,GEO,SRA275902,,public,C692F25ECA34CEC96D31BAE194FF1C8A,94B3998520547264BBF6AC7B52718E5D
SRR2088628,2016-01-28,2015-07-07,3462914,148905302,0,43,152,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088628,SRX1082597,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979981,SAMN03841518,simple,9606,Homo sapiens,GSM1811069,,,,,,,no,,,,,GEO,SRA275902,,public,D96CA2A5AF7A76DF554FDBE15C9D4DFA,C5B589B0577BDD4580B0CE27FA731F2D
SRR2088629,2016-01-28,2015-07-07,4436396,190765028,0,43,193,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088629,SRX1082598,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979980,SAMN03841519,simple,9606,Homo sapiens,GSM1811070,,,,,,,no,,,,,GEO,SRA275902,,public,58D599961A99218B1624A1963E702048,57DD2C54E29B7F8F803C1A20DA41AAEF
SRR2088630,2016-01-28,2015-07-07,3148517,135386231,0,43,138,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088630,SRX1082599,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979888,SAMN03841520,simple,9606,Homo sapiens,GSM1811071,,,,,,,no,,,,,GEO,SRA275902,,public,6D8832D3376CC4620FB968B462449BDC,0A4AACCDDC69E8440C7CEF18A228CD4C
SRR2088631,2016-01-28,2015-07-07,3466964,149079452,0,43,152,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088631,SRX1082600,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979979,SAMN03841521,simple,9606,Homo sapiens,GSM1811072,,,,,,,no,,,,,GEO,SRA275902,,public,418F71B30276DBBD3682A02C67A3BC84,A3DE74DD08C81E72C3C06856817DC8EF
SRR2088632,2016-01-28,2015-07-07,3722592,160071456,0,43,164,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088632,SRX1082601,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979982,SAMN03841523,simple,9606,Homo sapiens,GSM1811073,,,,,,,no,,,,,GEO,SRA275902,,public,1941ACC2C052A2245AEDC3557DBB2451,CBA7165AD44E983F438674E798DAF061
SRR2088633,2016-01-28,2015-07-07,2523584,108514112,0,43,112,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088633,SRX1082602,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979978,SAMN03841525,simple,9606,Homo sapiens,GSM1811074,,,,,,,no,,,,,GEO,SRA275902,,public,DCB384A383A6FB06FD10E604337892C8,92435342211E944718DF2F23C44E5AF7
SRR2088634,2016-01-28,2015-07-07,1904251,81882793,0,43,84,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088634,SRX1082603,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979977,SAMN03841527,simple,9606,Homo sapiens,GSM1811075,,,,,,,no,,,,,GEO,SRA275902,,public,2B2BDA94C39C0F30E59F90B118262E79,5221E14F5B2588E4D49BAFEA2D93EE78
SRR2088635,2016-01-28,2015-07-07,721927,31042861,0,43,32,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088635,SRX1082604,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979976,SAMN03841415,simple,9606,Homo sapiens,GSM1811076,,,,,,,no,,,,,GEO,SRA275902,,public,817D25E6A26BA5827F3B57253984D59F,284601F0DA6CA3D3013A3E27D31B6AB4
SRR2088636,2016-01-28,2015-07-07,616212,26497116,0,43,28,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088636,SRX1082605,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979974,SAMN03841417,simple,9606,Homo sapiens,GSM1811077,,,,,,,no,,,,,GEO,SRA275902,,public,F03B840E1D9943F02387D45F78C2A6F3,5FD203BBC45B37E0B8B0E4167C94ABCF
SRR2088637,2016-01-28,2015-07-07,715250,30755750,0,43,32,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088637,SRX1082606,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979975,SAMN03841419,simple,9606,Homo sapiens,GSM1811078,,,,,,,no,,,,,GEO,SRA275902,,public,5A0FE6B110B7B4D8487A5C65BC9D640C,3BF42BABE408A94BC51C211C048FC888
SRR2088638,2016-01-28,2015-07-07,2642364,113621652,0,43,117,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088638,SRX1082607,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979973,SAMN03841420,simple,9606,Homo sapiens,GSM1811079,,,,,,,no,,,,,GEO,SRA275902,,public,BDD7DBD162C6971E6BBE87EB03C0F86E,A5C9A88CABCA0AF343EF1A59A9537314
SRR2088639,2016-01-28,2015-07-07,2403197,103337471,0,43,107,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088639,SRX1082608,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979972,SAMN03841421,simple,9606,Homo sapiens,GSM1811080,,,,,,,no,,,,,GEO,SRA275902,,public,3A91DF4F831F5E06270326E2A6B99DEB,F70DFD2FB76CAAC19D46AA970DE71955
SRR2088640,2016-01-28,2015-07-07,2215348,95259964,0,43,98,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088640,SRX1082609,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979971,SAMN03841422,simple,9606,Homo sapiens,GSM1811081,,,,,,,no,,,,,GEO,SRA275902,,public,3A73A8CCC07A3DF8E0ACB254552E1DD8,293E230471E7FE89FC92C7CC0A6655FE
SRR2088641,2016-01-28,2015-07-07,3427323,147374889,0,43,151,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088641,SRX1082610,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979970,SAMN03841423,simple,9606,Homo sapiens,GSM1811082,,,,,,,no,,,,,GEO,SRA275902,,public,ACC05A30D49B64AFE1156985DEC16CCA,2366910C576915819BC276EE9ACD18DC
SRR2088642,2016-01-28,2015-07-07,1647076,70824268,0,43,74,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088642,SRX1082611,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979969,SAMN03841424,simple,9606,Homo sapiens,GSM1811083,,,,,,,no,,,,,GEO,SRA275902,,public,DA2E314863E18173EE13C49C0E354622,E1B3E75811A27C9A54595CDB4DA131C0
SRR2088643,2016-01-28,2015-07-07,961970,41364710,0,43,43,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088643,SRX1082612,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979968,SAMN03841425,simple,9606,Homo sapiens,GSM1811084,,,,,,,no,,,,,GEO,SRA275902,,public,C655AFA18716C4DBE0D1E8CDD3242A9E,50FC66E97B77BECF86768B4B2F6D8BEF
SRR2088644,2016-01-28,2015-07-07,421666,18131638,0,43,19,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2088644,SRX1082613,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP060416,PRJNA289086,2,289086,SRS979967,SAMN03841426,simple,9606,Homo sapiens,GSM1811085,,,,,,,no,,,,,GEO,SRA275902,,public,4D68719622195811A828050898132CB1,48A0E6C87BC826067FF6490C77CC84F2
