Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3196026,2016-04-10,2016-03-01,2000482,70016870,0,35,83,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196026,SRX1606299,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315845,SAMN04525092,simple,10090,Mus musculus,GSM2076603,,,,,,,no,,,,,GEO,SRA361860,,public,2D2F263F5D4CD30F6843A0C02CEEFD25,31349A6B28D97A9F9C08DCB89AF93870
SRR3196027,2016-04-10,2016-03-01,3337696,116819360,0,35,139,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196027,SRX1606300,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315844,SAMN04525093,simple,10090,Mus musculus,GSM2076604,,,,,,,no,,,,,GEO,SRA361860,,public,0E546410570893D7EECCA7DE7DBEBB41,B3518C3ED64965301CEC83BF7ED3C951
SRR3196028,2016-04-10,2016-03-01,3298791,115457685,0,35,137,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196028,SRX1606301,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315843,SAMN04525094,simple,10090,Mus musculus,GSM2076605,,,,,,,no,,,,,GEO,SRA361860,,public,D8921AEAED72EFED0F088AA30A4989F8,B3DC3CB9F249290D994AC069773C64E8
SRR3196029,2016-04-10,2016-03-01,1645194,57581790,0,35,68,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196029,SRX1606302,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315842,SAMN04525095,simple,10090,Mus musculus,GSM2076606,,,,,,,no,,,,,GEO,SRA361860,,public,48F4EB18F2F90DA8B2945387A20ABFE2,931988558CD8D8CD102BBD583B2BC51F
SRR3196030,2016-04-10,2016-03-01,1719604,60186140,0,35,72,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196030,SRX1606303,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315841,SAMN04525096,simple,10090,Mus musculus,GSM2076607,,,,,,,no,,,,,GEO,SRA361860,,public,13632EBB92F7728D201E3398E67B9542,64CE2F1CFE5D87C3448DC02E41F402BD
SRR3196031,2016-04-10,2016-03-01,8365666,292798310,0,35,346,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196031,SRX1606304,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315840,SAMN04525097,simple,10090,Mus musculus,GSM2076608,,,,,,,no,,,,,GEO,SRA361860,,public,3292F9345ED64440D22B42CC2E3650D0,1004CA08D0E2B92B7DB8CF19B824615F
SRR3196032,2016-04-10,2016-03-01,1317169,46100915,0,35,54,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196032,SRX1606305,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315839,SAMN04525098,simple,10090,Mus musculus,GSM2076609,,,,,,,no,,,,,GEO,SRA361860,,public,ACAAE5763B738F7738E59EC86FD4C7C9,42899BBAD4B4E70C98D938F2BCDFDC53
SRR3196033,2016-04-10,2016-03-01,2082316,72881060,0,35,87,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196033,SRX1606306,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315838,SAMN04525099,simple,10090,Mus musculus,GSM2076610,,,,,,,no,,,,,GEO,SRA361860,,public,5C36A6F7FD3C2B5FFBB597A5CC59C788,5439DCA12C66D4C2A61C4A7B4D3EEC62
SRR3196034,2016-04-10,2016-03-01,708936,24812760,0,35,29,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196034,SRX1606307,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315837,SAMN04525100,simple,10090,Mus musculus,GSM2076611,,,,,,,no,,,,,GEO,SRA361860,,public,C497E36FD244E0A79A3DE0FF2F63E8FB,0893D3007B9E205A562CDE87D73C527F
SRR3196035,2016-04-10,2016-03-01,386768,13536880,0,35,16,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3196035,SRX1606308,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP070989,PRJNA313513,2,313513,SRS1315836,SAMN04525101,simple,10090,Mus musculus,GSM2076612,,,,,,,no,,,,,GEO,SRA361860,,public,7643BC43118893C6039816CBB3E910A4,00CE1E7B4F05338D5A30B92C8BA953B4
