Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2013670,2015-06-08,2015-05-07,4826329,974918458,4826329,202,579,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013670,SRX1021475,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931351,SAMN03612003,simple,9606,Homo sapiens,GSM1677701,,,,,,,no,,,,,GEO,SRA208165,,public,481DD5624635DD6D9A3F3C7EC27647EF,3F6DACEF3980F7364D3A3924DA7E4017
SRR2013671,2015-06-08,2015-05-07,5279136,1066385472,5279136,202,630,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013671,SRX1021476,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931349,SAMN03612004,simple,9606,Homo sapiens,GSM1677702,,,,,,,no,,,,,GEO,SRA208165,,public,4C3BE721032C8C1A05CD56CBF1D7D4EF,B92C88DD70A8BAF730091071CF9E8313
SRR2013672,2015-06-08,2015-05-07,3871891,782121982,3871891,202,470,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013672,SRX1021477,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931350,SAMN03612005,simple,9606,Homo sapiens,GSM1677703,,,,,,,no,,,,,GEO,SRA208165,,public,5733DE01A937D617005ADDA080774116,BB5F1539BDAC738C1D24E89030544B71
SRR2013673,2015-06-08,2015-05-07,5747814,1161058428,5747814,202,700,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013673,SRX1021478,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931348,SAMN03612006,simple,9606,Homo sapiens,GSM1677704,,,,,,,no,,,,,GEO,SRA208165,,public,C0D312619867EDFF88F295E9F64D645E,B857077922B780D850AB8D4BE4BE50C6
SRR2013674,2015-06-08,2015-05-07,7686006,1552573212,7686006,202,1005,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013674,SRX1021479,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931347,SAMN03612007,simple,9606,Homo sapiens,GSM1677705,,,,,,,no,,,,,GEO,SRA208165,,public,EA7457513FE0C49A92F34441C652B149,C18DAA9E4CF898A5F7A01671C26A3882
SRR2013675,2015-06-08,2015-05-07,3502533,707511666,3502533,202,446,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013675,SRX1021480,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931346,SAMN03612008,simple,9606,Homo sapiens,GSM1677706,,,,,,,no,,,,,GEO,SRA208165,,public,532A5C8A917929D48FA7E3D785FFF453,ABAB98B161C8A8F76D0EC909CEAE1D58
SRR2013676,2015-06-08,2015-05-07,2057241,415562682,2057241,202,269,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013676,SRX1021481,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931345,SAMN03612045,simple,9606,Homo sapiens,GSM1677707,,,,,,,no,,,,,GEO,SRA208165,,public,CBD38015F5C94A931B7C02D1AC1B9C86,6CEB7BD1CC33385FA28688441DF2CD22
SRR2013677,2015-06-08,2015-05-07,4782372,966039144,4782372,202,587,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013677,SRX1021482,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931344,SAMN03612009,simple,9606,Homo sapiens,GSM1677708,,,,,,,no,,,,,GEO,SRA208165,,public,AFAB3A0E5FDADFD73C333CDF37D451CB,8210A404D816442E90F45D987C54814F
SRR2013678,2015-06-08,2015-05-07,4821636,973970472,4821636,202,594,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013678,SRX1021483,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931343,SAMN03612040,simple,9606,Homo sapiens,GSM1677709,,,,,,,no,,,,,GEO,SRA208165,,public,D5BAADAAB8C8464CCDC3150CB7D4E9E0,8B33BA28E9D577E3A7A9D434CF2F8934
SRR2013679,2015-06-08,2015-05-07,4704683,950345966,4704683,202,586,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013679,SRX1021484,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931342,SAMN03612041,simple,9606,Homo sapiens,GSM1677710,,,,,,,no,,,,,GEO,SRA208165,,public,5FD6EC3D42749AD2C3F77298FEDED8B3,01338990CE7C35FBB5583CD581985E95
SRR2013680,2015-06-08,2015-05-07,4748443,959185486,4748443,202,583,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013680,SRX1021485,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931341,SAMN03612042,simple,9606,Homo sapiens,GSM1677711,,,,,,,no,,,,,GEO,SRA208165,,public,26AE6E58DE946101F79EBB8BBFEAE48F,DE3E6935318DBC4189648CC33DBA59BF
SRR2013681,2015-06-08,2015-05-07,5442646,1099414492,5442646,202,671,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013681,SRX1021486,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931340,SAMN03612043,simple,9606,Homo sapiens,GSM1677712,,,,,,,no,,,,,GEO,SRA208165,,public,F83C190EF6661D7164410B4FE130FA27,4282D57E3914B197415CA1C1DD69ECDB
SRR2013682,2015-06-08,2015-05-07,4542729,917631258,4542729,202,554,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013682,SRX1021487,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931337,SAMN03612044,simple,9606,Homo sapiens,GSM1677713,,,,,,,no,,,,,GEO,SRA208165,,public,A5BE1ABDE70EE98667C1957C79517634,2A75D814956A6C5CDA7C796E0FA282D0
SRR2013683,2015-06-08,2015-05-07,5117422,1033719244,5117422,202,629,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013683,SRX1021488,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931338,SAMN03612046,simple,9606,Homo sapiens,GSM1677714,,,,,,,no,,,,,GEO,SRA208165,,public,AABA8DA6B92AA45D346BE652F281BCA2,AE1D11959A3E230F7FB8F49B9378533A
SRR2013684,2015-06-08,2015-05-07,3888603,785497806,3888603,202,478,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013684,SRX1021489,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931339,SAMN03612047,simple,9606,Homo sapiens,GSM1677715,,,,,,,no,,,,,GEO,SRA208165,,public,53BE03F4479FFFC3230F3222A2C52518,E5A5C8C82CEF2DE107AE77CEE1442BCB
SRR2013685,2015-06-08,2015-05-07,3664058,740139716,3664058,202,450,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013685,SRX1021490,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931336,SAMN03612048,simple,9606,Homo sapiens,GSM1677716,,,,,,,no,,,,,GEO,SRA208165,,public,127690FC5463BF5F88E61D0DE285D820,859F211439614FC55B0665FA83E316C8
SRR2013686,2015-06-08,2015-05-07,3812981,770222162,3812981,202,465,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013686,SRX1021491,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931335,SAMN03612049,simple,9606,Homo sapiens,GSM1677717,,,,,,,no,,,,,GEO,SRA208165,,public,BA03B52EC822757B664038DB4B7545AC,4EA29B4AA1B2FE66EA5F7997B361DD18
SRR2013687,2015-06-08,2015-05-07,4422716,893388632,4422716,202,542,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013687,SRX1021492,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931333,SAMN03612050,simple,9606,Homo sapiens,GSM1677718,,,,,,,no,,,,,GEO,SRA208165,,public,9F5278B125D568354D7F6DFD0A0A5251,F77DE3D4F82ABF9044488ADB9C558B48
SRR2013688,2015-06-08,2015-05-07,3774009,762349818,3774009,202,468,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013688,SRX1021493,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931334,SAMN03612051,simple,9606,Homo sapiens,GSM1677719,,,,,,,no,,,,,GEO,SRA208165,,public,06CD673CBEE58D40EB2BDE9675EA06E5,DE30F514A3BA7CF3C60D50E318852E27
SRR2013689,2015-06-08,2015-05-07,3316420,669916840,3316420,202,404,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013689,SRX1021494,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931332,SAMN03612052,simple,9606,Homo sapiens,GSM1677720,,,,,,,no,,,,,GEO,SRA208165,,public,E99B79E986C48885584B2EA8AC95CD7A,A402350860DFC586EBC10173B648852E
SRR2013690,2015-06-08,2015-05-07,4143829,837053458,4143829,202,509,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013690,SRX1021495,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931331,SAMN03612053,simple,9606,Homo sapiens,GSM1677721,,,,,,,no,,,,,GEO,SRA208165,,public,E9F78CF610EE95563692E4FA955C23B1,7DDCE22B5B242C721334E2D03DB0D18B
SRR2013691,2015-06-08,2015-05-07,3954281,798764762,3954281,202,479,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013691,SRX1021496,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931330,SAMN03612054,simple,9606,Homo sapiens,GSM1677722,,,,,,,no,,,,,GEO,SRA208165,,public,FF73ED2EB0265E985AD15EE30D1046DC,9D5E88B1F7061F5B99C86C2A3ECFC8D1
SRR2013692,2015-06-08,2015-05-07,3015223,609075046,3015223,202,364,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013692,SRX1021497,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931329,SAMN03612055,simple,9606,Homo sapiens,GSM1677723,,,,,,,no,,,,,GEO,SRA208165,,public,A06A848C606F15225C56B8CEE5D6DD91,6534067B49E7B581AED9082FCE792F7E
SRR2013693,2015-06-08,2015-05-07,5310193,1072658986,5310193,202,639,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013693,SRX1021498,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931328,SAMN03612056,simple,9606,Homo sapiens,GSM1677724,,,,,,,no,,,,,GEO,SRA208165,,public,096CDB86C530E521458558B379746457,D25D448DC3AD7AE164067708ABEB5E72
SRR2013694,2015-06-08,2015-05-07,6297232,1272040864,6297232,202,772,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013694,SRX1021499,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931327,SAMN03612057,simple,9606,Homo sapiens,GSM1677725,,,,,,,no,,,,,GEO,SRA208165,,public,61C3C7B11A3209F25361D971AF2631CF,A716C3D03D08904E9E74426CFED0A3E6
SRR2013695,2015-06-08,2015-05-07,4181309,844624418,4181309,202,517,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013695,SRX1021500,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931326,SAMN03612058,simple,9606,Homo sapiens,GSM1677726,,,,,,,no,,,,,GEO,SRA208165,,public,69D763B1C800F9A420A7215E53D9A7B4,7E7D109E2CEC21A47AEF9C8E6BFD80D5
SRR2013696,2015-06-08,2015-05-07,4765708,962673016,4765708,202,534,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013696,SRX1021501,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931325,SAMN03612059,simple,9606,Homo sapiens,GSM1677727,,,,,,,no,,,,,GEO,SRA208165,,public,139DB33D8954BE2511BD6F5224D607F1,61C410B1196FD527681C2046B6B8C68D
SRR2013697,2015-06-08,2015-05-07,4723416,954130032,4723416,202,563,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013697,SRX1021502,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931324,SAMN03612060,simple,9606,Homo sapiens,GSM1677728,,,,,,,no,,,,,GEO,SRA208165,,public,FFA63A06F09C8F37EEAE08C285440889,EC73CFBC37DDA2FD3C32B6361565DF03
SRR2013698,2015-06-08,2015-05-07,3199179,646234158,3199179,202,389,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013698,SRX1021503,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931323,SAMN03612061,simple,9606,Homo sapiens,GSM1677729,,,,,,,no,,,,,GEO,SRA208165,,public,BBC0D4C5155991AD85B11059A8DA9CD1,2080F7FAF631CD696F55CD9C1C8301C9
SRR2013699,2015-06-08,2015-05-07,4479514,904861828,4479514,202,517,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013699,SRX1021504,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931322,SAMN03612062,simple,9606,Homo sapiens,GSM1677730,,,,,,,no,,,,,GEO,SRA208165,,public,1CBC3717D037B5881D3EA33E95628EE0,1F9C655A235EF8F8DE0DB062962545E1
SRR2013700,2015-06-08,2015-05-07,5419721,1094783642,5419721,202,667,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013700,SRX1021505,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931321,SAMN03612063,simple,9606,Homo sapiens,GSM1677731,,,,,,,no,,,,,GEO,SRA208165,,public,908C0886F61876F38B5F9E3F2F170BAA,B7C8C80DB2A775A6F99E0788427FC47E
SRR2013701,2015-06-08,2015-05-07,5214017,1053231434,5214017,202,649,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013701,SRX1021506,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931320,SAMN03612064,simple,9606,Homo sapiens,GSM1677732,,,,,,,no,,,,,GEO,SRA208165,,public,80FF38A538749ECF5978AE99AE496230,AB049FC92C196E9B8D5A8DCCCE34A21C
SRR2013702,2015-06-08,2015-05-07,4346263,877945126,4346263,202,538,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013702,SRX1021507,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931319,SAMN03612065,simple,9606,Homo sapiens,GSM1677733,,,,,,,no,,,,,GEO,SRA208165,,public,EB6B55BB646C73AB1C08860E1562F763,A0D9CCA22F91A3F1448828B32FB56FDF
SRR2013703,2015-06-08,2015-05-07,4564079,921943958,4564079,202,564,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013703,SRX1021508,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931318,SAMN03612096,simple,9606,Homo sapiens,GSM1677734,,,,,,,no,,,,,GEO,SRA208165,,public,C78EB1071A9617CDCE898B96FDC66C4F,F55F77EE537E0A8CC912F66D3C397735
SRR2013704,2015-06-08,2015-05-07,5285556,1067682312,5285556,202,588,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013704,SRX1021509,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931317,SAMN03612097,simple,9606,Homo sapiens,GSM1677735,,,,,,,no,,,,,GEO,SRA208165,,public,52359C72BA2AD2338ECC5E19C2539C61,DF4D8520A4B0CC618635E07E152F38B6
SRR2013705,2015-06-08,2015-05-07,3449816,696862832,3449816,202,417,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR2013705,SRX1021510,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP050499,PRJNA269154,2,269154,SRS931316,SAMN03612098,simple,9606,Homo sapiens,GSM1677736,,,,,,,no,,,,,GEO,SRA208165,,public,5123F9A62E1BFCCC5B32821C01CD75EF,C66D35C371BFDDD6AB828BABE360374E
