Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR5810832,2017-08-07 07:57:29,2017-07-14 18:28:51,345914,26010864,345914,75,10,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810832,SRX2989384,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341306,SAMN07332767,simple,7955,Danio rerio,GSM2696251,,,,,,,no,,,,,GEO,SRA584588,,public,EB1E3ACBFDF40982CE161A69A192279D,3156DE1638ADA43D6146AC02DF4135B4
SRR5810833,2017-08-07 07:57:29,2017-07-14 18:31:38,377627,28392785,377627,75,11,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810833,SRX2989385,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341308,SAMN07332766,simple,7955,Danio rerio,GSM2696252,,,,,,,no,,,,,GEO,SRA584588,,public,47632E7036A158D4560ADDAEE13BCC8A,CF7E5AB19B47E3A4802457571F054325
SRR5810834,2017-08-07 07:57:30,2017-07-14 18:21:03,1071618,80550728,1071618,75,28,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810834,SRX2989386,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341309,SAMN07332765,simple,7955,Danio rerio,GSM2696253,,,,,,,no,,,,,GEO,SRA584588,,public,2FEA7BD694D18769DE54529A29ED787E,51EEE9167050844288418827C56DC0D2
SRR5810835,2017-08-07 07:57:30,2017-07-14 18:26:59,315454,23723245,315454,75,9,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810835,SRX2989387,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341310,SAMN07332764,simple,7955,Danio rerio,GSM2696254,,,,,,,no,,,,,GEO,SRA584588,,public,1BC4AA3103E86F2F4CF25C5673C8015D,378BC4C3BFA68F64DFF48AC73CBC1937
SRR5810836,2017-08-07 07:57:30,2017-07-14 18:22:13,486324,36572274,486324,75,14,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810836,SRX2989388,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341311,SAMN07332763,simple,7955,Danio rerio,GSM2696255,,,,,,,no,,,,,GEO,SRA584588,,public,FF5A1D3E17E3A6F29D3BEEBC64D894A2,3F050A5414A193402A80565E70202CD9
SRR5810837,2017-08-07 07:57:30,2017-07-14 18:31:10,454274,34158393,454274,75,13,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810837,SRX2989389,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341312,SAMN07332762,simple,7955,Danio rerio,GSM2696256,,,,,,,no,,,,,GEO,SRA584588,,public,88784A137CC51CDAA80183AEBA36A2F5,275C1E0AF33481BEE930D5A664B07C8D
SRR5810838,2017-08-07 07:57:30,2017-07-14 18:29:20,601480,45219191,601480,75,16,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810838,SRX2989390,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341314,SAMN07332761,simple,7955,Danio rerio,GSM2696257,,,,,,,no,,,,,GEO,SRA584588,,public,B00CDFDDC162560D7C9CE8A712CC780B,B439B333E4CB00D14AF81C421C574F8F
SRR5810839,2017-08-07 07:57:30,2017-07-14 18:30:04,495664,37265166,495664,75,14,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810839,SRX2989391,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341313,SAMN07332760,simple,7955,Danio rerio,GSM2696258,,,,,,,no,,,,,GEO,SRA584588,,public,B7378A5F43B3C9E1677D05DE7E822CB9,0837066D6A53319D4D3C83EF93FED8B1
SRR5810840,2017-08-07 07:57:30,2017-07-14 18:20:53,531435,39958695,531435,75,15,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810840,SRX2989392,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341315,SAMN07332759,simple,7955,Danio rerio,GSM2696259,,,,,,,no,,,,,GEO,SRA584588,,public,BAD44B7D78F47005314AFE50BADC11EA,C0F08912C7605CF32C73D76C4C43F13A
SRR5810841,2017-08-07 07:57:30,2017-07-14 18:26:58,303075,22785484,303075,75,8,GRCz10,https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/005674/SRR5810841,SRX2989393,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP111340,PRJNA393431,,393431,SRS2341316,SAMN07332758,simple,7955,Danio rerio,GSM2696260,,,,,,,no,,,,,GEO,SRA584588,,public,C0F76192D22960C430140FBCF3547906,46BCC7B0FA3AF80E9388023A7A57B1CE
