Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR580013,2015-01-28,2015-01-29,6979624,1395924800,6979624,200,889,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580013,ERX538151,G2M_cell17,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527252,SAMEA2699518,simple,10090,Mus musculus,E-MTAB-2805:G2M_cell17,,,,,,,no,,,,,Sanger,ERA347645,,public,1E5DD90B90262CAAFFE1138BBCDDD21B,6CC2098A2C9EDE86DD6534FA1C64874D
ERR580014,2015-01-28,2015-01-29,8408757,1681751400,8408757,200,1075,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580014,ERX538195,S_cell5,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527296,SAMEA2699562,simple,10090,Mus musculus,E-MTAB-2805:S_cell5,,,,,,,no,,,,,Sanger,ERA347645,,public,059224C11F6F1766D7E1BD23C3B2B15E,17CFE56E9DB7F3F44C0E3AC4180C1AAF
ERR580017,2015-01-28,2015-01-28,7076208,1415241600,7076208,200,906,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580017,ERX538352,S_cell16,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527453,SAMEA2699719,simple,10090,Mus musculus,E-MTAB-2805:S_cell16,,,,,,,no,,,,,Sanger,ERA347645,,public,70040A91C42811B6394CF4627960F0A7,2FB254E24830D794D92BF45EAD5399C3
ERR580018,2015-01-28,2015-01-28,8250241,1650048200,8250241,200,1056,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580018,ERX538367,S_cell50,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527468,SAMEA2699734,simple,10090,Mus musculus,E-MTAB-2805:S_cell50,,,,,,,no,,,,,Sanger,ERA347645,,public,99BFD5F80A1B6A74154884CC5248741E,D62188BA8792448DAD79897B5A1733C4
ERR580019,2015-01-28,2015-01-28,269,53800,269,200,0,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580019,ERX538366,S_cell37,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527467,SAMEA2699733,simple,10090,Mus musculus,E-MTAB-2805:S_cell37,,,,,,,no,,,,,Sanger,ERA347645,,public,277078E3A1DA2AE2BDADABFD04994A8B,86C93D824BFEE1B4134E462D6276C0C6
ERR580031,2015-01-28,2015-01-29,10403865,2080773000,10403865,200,1347,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580031,ERX538354,G1_cell13,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527455,SAMEA2699721,simple,10090,Mus musculus,E-MTAB-2805:G1_cell13,,,,,,,no,,,,,Sanger,ERA347645,,public,44C6D0E08B9AD9B61CDA04BA0CD1812C,62C7B71870E177516075E4900D2EF09F
ERR580033,2015-01-28,2015-01-29,6787466,1357493200,6787466,200,866,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580033,ERX538269,G2M_cell18,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527370,SAMEA2699636,simple,10090,Mus musculus,E-MTAB-2805:G2M_cell18,,,,,,,no,,,,,Sanger,ERA347645,,public,B5F39B001D1A4580D557F251C6DAA7AD,B5445A6E2124729FE6D51107A2495AA9
ERR580043,2015-01-28,2015-01-29,5632270,1126454000,5632270,200,726,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580043,ERX538359,S_cell55,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527460,SAMEA2699726,simple,10090,Mus musculus,E-MTAB-2805:S_cell55,,,,,,,no,,,,,Sanger,ERA347645,,public,7EDD8C49CBE1821D7B09F3A2AB3DA89A,808E983BF0692C056DCFF2C627F3ED50
ERR580044,2015-01-28,2015-01-29,3143959,628791800,3143959,200,415,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580044,ERX538347,G1_cell90,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527448,SAMEA2699714,simple,10090,Mus musculus,E-MTAB-2805:G1_cell90,,,,,,,no,,,,,Sanger,ERA347645,,public,DCF961964394BDE2612A821C62E7DDE7,1B62B33ED2619255636B73AC6F2D1047
ERR580048,2015-01-28,2015-01-29,6893250,1378650000,6893250,200,899,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580048,ERX538353,G1_cell80,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527454,SAMEA2699720,simple,10090,Mus musculus,E-MTAB-2805:G1_cell80,,,,,,,no,,,,,Sanger,ERA347645,,public,E067263ECEFDD248837DF00EE1F8FB75,0EBC00752F4465C84751FBC3BAB39AC0
ERR580050,2015-01-28,2015-01-29,7586361,1517272200,7586361,200,979,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580050,ERX538189,G2M_cell88,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527290,SAMEA2699556,simple,10090,Mus musculus,E-MTAB-2805:G2M_cell88,,,,,,,no,,,,,Sanger,ERA347645,,public,99B1BF9E6E53BB417D7D446053558793,772E423CCA327DEE5C6FB91EB20D1B9E
ERR580054,2015-01-28,2015-01-29,12424669,2484933800,12424669,200,1594,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580054,ERX538136,G2M_cell1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527237,SAMEA2699503,simple,10090,Mus musculus,E-MTAB-2805:G2M_cell1,,,,,,,no,,,,,Sanger,ERA347645,,public,82F3BDA6C7769DE7D6C43FCD090F4AE7,11B2F3D4314D233F86D25188151F4E6F
ERR580055,2015-01-28,2015-01-29,3147480,629496000,3147480,200,414,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580055,ERX538145,G1_cell66,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527246,SAMEA2699512,simple,10090,Mus musculus,E-MTAB-2805:G1_cell66,,,,,,,no,,,,,Sanger,ERA347645,,public,4589E8683ECC4C2B1365CC13CB1E58C0,5187A847507B2ACD25753F3C1CB4CB7E
ERR580058,2015-01-28,2015-01-29,4421620,884324000,4421620,200,563,,http://sra-download.ncbi.nlm.nih.gov/srapub/ERR580058,ERX538155,G2M_cell21,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,200,0,ILLUMINA,Illumina HiSeq 2000,ERP006670,PRJEB6989,,271335,ERS527256,SAMEA2699522,simple,10090,Mus musculus,E-MTAB-2805:G2M_cell21,,,,,,,no,,,,,Sanger,ERA347645,,public,3B0E65A6F2B3B2A308D10E957C15FBC7,943EA87CA58E5183E4A263D960379461
