Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1033098,2014-03-24,2013-11-19,4971288,994257600,4971288,200,586,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033098,SRX379788,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504246,SAMN02413059,simple,9606,Homo sapiens,GSM1269148,,,,,,,no,,,,,GEO,SRA111636,,public,C0C60809756DCDCE407D8188E260BA4F,04DA813EC496DD333741167F3F8727E6
SRR1033099,2014-03-24,2013-11-19,118272,23654400,118272,200,13,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033099,SRX379789,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504247,SAMN02413061,simple,9606,Homo sapiens,GSM1269149,,,,,,,no,,,,,GEO,SRA111636,,public,4508023124A6281F5F47E6760E51D74C,092A9B0548DC5C3F8A8C343005C8A623
SRR1033100,2014-03-24,2013-11-19,66761,13352200,66761,200,7,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033100,SRX379790,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504248,SAMN02413064,simple,9606,Homo sapiens,GSM1269150,,,,,,,no,,,,,GEO,SRA111636,,public,281DEC6D6CD5DBAE773D510F4F2EC46C,71CA8638DBD0CBB3394D79EEEDD1F61B
SRR1033101,2014-03-24,2013-11-19,3331266,666253200,3331266,200,391,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033101,SRX379791,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504249,SAMN02413065,simple,9606,Homo sapiens,GSM1269151,,,,,,,no,,,,,GEO,SRA111636,,public,B9A349F19EB0A65F339D65C3A711B20B,4F1ABF996B95F821E7821D620C726687
SRR1033102,2014-03-24,2013-11-19,1727758,345551600,1727758,200,202,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033102,SRX379792,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504250,SAMN02413049,simple,9606,Homo sapiens,GSM1269152,,,,,,,no,,,,,GEO,SRA111636,,public,F62E73AFFDC33C896CF7AF55CD4F6829,37F966FAA7D1D53635382B73B509C440
SRR1033103,2014-03-24,2013-11-19,2161281,432256200,2161281,200,252,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033103,SRX379793,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504251,SAMN02413069,simple,9606,Homo sapiens,GSM1269153,,,,,,,no,,,,,GEO,SRA111636,,public,3794A33FDC29A54DC51BA12C4DEF1B96,F982AC3DD2671119321B8B6E773FB8AC
SRR1033104,2014-03-24,2013-11-19,2631000,526200000,2631000,200,309,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033104,SRX379794,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504252,SAMN02413050,simple,9606,Homo sapiens,GSM1269154,,,,,,,no,,,,,GEO,SRA111636,,public,5007AC57913DF7701D35B3BE324C904C,35C859275042772142530F6F3EDD8773
SRR1033105,2014-03-24,2013-11-19,2589347,517869400,2589347,200,302,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033105,SRX379795,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504253,SAMN02413051,simple,9606,Homo sapiens,GSM1269155,,,,,,,no,,,,,GEO,SRA111636,,public,8721D1D7432E3E92EEBFA5C9F827B994,8D2DA05EEC27580F085E6F4DA344B33F
SRR1033106,2014-03-24,2013-11-19,1698950,339790000,1698950,200,199,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033106,SRX379796,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504254,SAMN02413070,simple,9606,Homo sapiens,GSM1269156,,,,,,,no,,,,,GEO,SRA111636,,public,85BDD9EF1F5C1FA74C800AD8CC1ACF6C,6F969886F894A83DC28266AA8BBC1C4F
SRR1033107,2014-03-24,2013-11-19,2064350,412870000,2064350,200,242,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1033107,SRX379797,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP033135,PRJNA229164,2,229164,SRS504255,SAMN02413076,simple,9606,Homo sapiens,GSM1269157,,,,,,,no,,,,,GEO,SRA111636,,public,1364EAD98AF6FFEB90AC50FBA4A87BBE,4D7E7D222FC5A1476DD3482590851D07
